user_id,role,timestamp,action,dataset_name,ip_address,location,status,device_type,session_id,access_duration
user_19,guest,03/16/2026 03:34:36,delete,finance_reports,120.228.220.243,Foreign,success,unknown,52680ba8-c941-416c-b369-13b992f0f79e,11
user_18,analyst,03/16/2026 03:35:05,write,finance_reports,184.33.175.167,Unknown,success,mobile,6d78a8fd-69b1-4891-a033-f490a39b1e8a,7
user_11,guest,03/16/2026 03:39:37,write,finance_reports,197.119.169.190,Unknown,failure,mobile,413c1c3f-3b1a-4273-af53-c7157a3d2697,11
user_13,analyst,03/16/2026 03:41:48,write,finance_reports,56.38.28.29,Foreign,failure,mobile,1cdbe0a7-008e-45cf-a655-c54516a2d6f8,10
user_14,analyst,03/16/2026 03:44:36,write,finance_reports,152.85.128.45,Foreign,success,mobile,7c408e59-7f97-4a8c-bd53-2a66bbec915c,9
user_5,guest,03/16/2026 03:48:58,delete,finance_reports,25.245.58.24,Unknown,failure,unknown,6e843d7d-2898-465f-9b11-9cecbb981da7,10
user_8,analyst,03/16/2026 03:52:36,delete,finance_reports,203.13.141.175,Unknown,success,unknown,00a2ec11-a1f3-41a9-8432-7c8a88297138,9
user_2,admin,03/16/2026 03:56:23,write,finance_reports,216.119.136.231,Unknown,success,mobile,8ec7c74c-d734-4bd1-af1f-998178835303,14
user_10,analyst,03/16/2026 03:59:48,write,finance_reports,34.239.228.26,Unknown,failure,mobile,03243476-1736-4c9f-896a-ca97378f6117,5
user_7,analyst,03/16/2026 04:09:21,delete,finance_reports,44.105.164.196,Unknown,success,mobile,973e50b3-049a-4ab5-9e20-51fca14133b4,6
user_1,admin,03/16/2026 04:11:36,write,finance_reports,43.206.89.50,Unknown,success,mobile,f1ce625b-0096-4d6b-ab22-129277a9635e,12
user_18,analyst,03/16/2026 04:14:59,delete,finance_reports,73.175.102.85,Foreign,failure,unknown,cfc739cd-f94c-444a-a267-88e79df788b7,6
user_13,analyst,03/16/2026 04:17:31,write,finance_reports,78.25.245.174,Foreign,success,unknown,2df1807b-e5df-4644-b9fd-7f50cfb6e9a3,11
user_15,analyst,03/16/2026 04:17:36,delete,finance_reports,161.19.153.223,Foreign,success,mobile,53ae0f3d-cd40-4253-b8c1-1e0b455d44a4,17
user_12,analyst,03/16/2026 04:18:30,write,finance_reports,35.229.87.188,Foreign,success,mobile,f165bc0e-56fe-4e93-965c-e4cae021648c,9
user_6,analyst,03/16/2026 04:19:31,write,finance_reports,171.219.27.133,Foreign,failure,mobile,9bfa2ef8-278b-4d49-ace2-91bfae57ce29,5
user_12,analyst,03/16/2026 04:22:04,write,finance_reports,30.50.89.38,Foreign,failure,mobile,b14a6a63-70a5-4601-a0cf-d16a19e82521,15
user_13,analyst,03/16/2026 04:26:55,delete,finance_reports,213.47.85.255,Foreign,failure,unknown,822999c0-daac-4f64-b9d2-112061b24e18,4
user_19,guest,03/16/2026 04:31:47,write,finance_reports,75.61.85.17,Unknown,success,unknown,8babf217-bbfc-4361-91d9-6e222af3d284,2
user_8,analyst,03/16/2026 04:37:49,delete,finance_reports,139.27.213.233,Foreign,failure,unknown,ee5ea789-f8a2-40da-bc2d-d16bc63d7642,13
user_16,analyst,03/16/2026 04:38:08,delete,finance_reports,201.4.191.150,Foreign,failure,mobile,24e4e732-f629-4912-8cb5-71d097363b1e,14
user_10,analyst,03/16/2026 04:38:49,write,finance_reports,73.83.205.19,Unknown,success,mobile,862faf5b-f4dc-4700-8b15-6043f9809790,18
user_20,analyst,03/16/2026 04:46:20,delete,finance_reports,176.199.176.87,Unknown,failure,mobile,9eb2eb04-f395-45e6-ae77-b8b72d534dad,12
user_17,analyst,03/16/2026 04:48:46,delete,finance_reports,169.206.143.138,Foreign,success,mobile,022406a8-de17-4720-ac50-1dde60a62809,2
user_19,guest,03/16/2026 04:53:17,delete,finance_reports,139.122.139.144,Foreign,success,mobile,1a8ed0ea-965e-4c0c-a236-0c00b397f13c,16
user_16,analyst,03/16/2026 04:58:11,write,finance_reports,90.13.26.51,Foreign,success,mobile,be2af45f-9945-4cef-b4ff-80c70e9831b5,7
user_15,analyst,03/16/2026 08:05:21,read,finance_reports,109.91.94.16,Czech Republic,success,laptop,64139b0c-4bb8-4d73-aadb-52ee9f17e0b4,298
user_14,analyst,03/16/2026 08:06:24,write,finance_reports,19.71.252.106,Dominica,success,desktop,94a96969-e567-453a-8f45-204c79dec053,215
user_20,analyst,03/16/2026 08:06:42,read,sales_data,207.100.41.48,Mauritania,success,laptop,dc85f6a7-b205-4fea-9e66-8f310e6feb0c,456
user_12,analyst,03/16/2026 08:07:04,read,inventory,105.123.141.33,Kiribati,success,desktop,0c29b7ef-7872-4da9-b802-21d4e144987d,258
user_4,analyst,03/16/2026 08:08:38,read,sales_data,52.233.78.104,Ireland,success,desktop,faddff3b-c34f-4d52-bbfb-93d6079e536e,100
user_20,analyst,03/16/2026 08:08:53,read,customer_info,53.53.80.69,Sri Lanka,success,desktop,03d543e0-e6b3-449f-9117-78dba04efc1b,527
user_9,analyst,03/16/2026 08:09:22,read,sales_data,23.169.193.246,Bulgaria,success,desktop,85ee5bfe-a535-456d-82aa-b7c4eccb49a0,306
user_12,analyst,03/16/2026 08:09:35,read,customer_info,113.1.233.46,Aruba,success,laptop,015cc7b1-5476-4143-b746-a166e798cb95,282
user_3,analyst,03/16/2026 08:09:47,write,customer_info,111.238.92.68,Austria,success,desktop,b77cfa20-5bfd-4bcc-bd1f-cfb4a032b8ec,415
user_1,admin,03/16/2026 08:11:27,delete,inventory,174.64.173.73,Mexico,success,desktop,5a84169c-e2ce-4694-a4c1-35adc3fd3e41,581
user_16,analyst,03/16/2026 08:11:41,write,inventory,100.249.11.29,India,success,desktop,83916586-dc9f-4030-9654-c8dc81d7ef4a,555
user_19,guest,03/16/2026 08:11:42,read,customer_info,221.32.150.109,Cambodia,success,laptop,4d9a87e7-0ee8-4524-a6b0-fc907318197d,256
user_14,analyst,03/16/2026 08:11:43,read,customer_info,9.50.250.217,Mali,success,laptop,5ad72a07-bf53-4431-9f89-f86ef9b2987e,257
user_8,analyst,03/16/2026 08:12:06,write,inventory,123.60.40.62,Brunei Darussalam,success,desktop,e6bc57eb-bfa5-436f-b8dd-5ba8fc3466eb,140
user_15,analyst,03/16/2026 08:13:36,read,inventory,25.178.160.177,Sierra Leone,success,laptop,db47027f-08dd-4c8f-9c07-34457ac75ed6,415
user_10,analyst,03/16/2026 08:13:36,read,inventory,122.172.66.243,Yemen,success,laptop,1c10b917-94d3-4995-8fa6-0cd3bf6cb52f,576
user_15,analyst,03/16/2026 08:14:41,read,customer_info,83.72.158.195,Panama,success,laptop,97438e7b-d086-49e2-8fb2-3145e5a14705,48
user_5,guest,03/16/2026 08:14:58,read,inventory,182.36.224.132,Reunion,success,desktop,dd3e48fa-33e5-4f62-9be6-c86b207eb831,105
user_12,analyst,03/16/2026 08:16:49,read,sales_data,83.159.188.34,Uganda,success,laptop,5929a4e6-c5da-4ba7-90e1-a546af8ca121,505
user_19,guest,03/16/2026 08:18:52,read,sales_data,99.44.5.71,Bolivia,success,desktop,8691dbf9-3843-4eea-87e3-65ad812fc584,526
user_20,analyst,03/16/2026 08:21:14,write,inventory,122.207.219.170,Czech Republic,success,desktop,27f8af00-8fda-463d-9457-de17dda2c50a,543
user_14,analyst,03/16/2026 08:24:53,read,finance_reports,144.41.173.243,Tajikistan,success,laptop,99374c14-9759-4001-b00a-01cfa8ab565c,236
user_1,admin,03/16/2026 08:25:12,write,customer_info,155.67.9.202,Colombia,success,laptop,b89af89f-2923-4772-8da6-6f61c6f96af6,85
user_2,admin,03/16/2026 08:27:13,delete,customer_info,73.247.183.64,New Zealand,success,desktop,554c877a-f265-4968-8ebd-acb2aebcd434,556
user_7,analyst,03/16/2026 08:27:51,read,sales_data,27.67.23.173,Nauru,success,laptop,293879fa-56b0-4f87-9a46-b3a093f55184,422
user_5,guest,03/16/2026 08:30:25,read,customer_info,187.112.120.63,Saint Kitts and Nevis,success,laptop,bd4584ab-26ca-4b6f-918d-840acfccb557,438
user_3,analyst,03/16/2026 08:31:19,read,sales_data,206.209.96.160,Belize,success,desktop,1925b4e7-93e8-4803-8aa9-85091d38be1c,155
user_15,analyst,03/16/2026 08:32:25,read,customer_info,141.214.114.221,Sao Tome and Principe,success,laptop,e00dbfcd-004c-49b2-8e80-48482196556d,402
user_12,analyst,03/16/2026 08:33:53,read,customer_info,126.185.96.45,Singapore,success,desktop,fce2478a-9623-4467-abf8-ca2e688defb7,234
user_1,admin,03/16/2026 08:44:02,delete,sales_data,41.148.172.129,Turks and Caicos Islands,success,laptop,a747598a-1d29-4010-9720-16488c68a030,360
user_2,admin,03/16/2026 08:45:02,delete,finance_reports,64.24.226.197,Maldives,success,laptop,f138c391-9fbc-460b-8c78-25552398c058,448
user_18,analyst,03/16/2026 08:46:45,read,finance_reports,174.92.21.168,Marshall Islands,success,desktop,b368ad06-414c-40c9-94d6-c95f117db675,506
user_20,analyst,03/16/2026 08:50:39,write,customer_info,134.116.40.244,South Africa,success,laptop,4533362c-a43f-4033-94e1-07f601b107fd,222
user_7,analyst,03/16/2026 08:52:21,read,finance_reports,70.215.71.103,Mongolia,success,laptop,107b5faf-379f-4eed-9944-a02f7f0576fe,363
user_8,analyst,03/16/2026 08:53:22,write,sales_data,136.222.148.190,Saint Pierre and Miquelon,success,desktop,485e2375-3736-4088-9efa-20f753a4c53d,521
user_6,analyst,03/16/2026 08:57:59,read,sales_data,214.211.58.210,San Marino,success,desktop,1b8dfff7-05a2-407e-ac24-c9d7d9c4ec8c,283
user_16,analyst,03/16/2026 08:58:44,read,customer_info,83.21.78.85,Peru,success,laptop,7660f458-5007-404c-ad39-a30cc407e5b5,360
user_1,admin,03/16/2026 08:58:49,read,customer_info,52.218.61.175,Portugal,success,desktop,75ff97b3-8dbb-439f-bbee-f51bab19d154,352
user_4,analyst,03/16/2026 08:59:50,read,finance_reports,213.7.41.216,Greece,success,desktop,bf144daf-1e83-4454-9beb-af415ba08751,125
user_9,analyst,03/16/2026 09:00:00,read,finance_reports,95.117.68.165,French Southern Territories,success,laptop,e3fd6bec-7cca-451c-a2fe-a31110afdcc5,542
user_7,analyst,03/16/2026 09:05:01,read,finance_reports,165.151.252.186,Seychelles,success,desktop,74b09599-017b-44f3-9b7d-50844502c858,408
user_12,analyst,03/16/2026 09:08:20,read,sales_data,209.24.185.168,Cuba,success,desktop,358e9a3e-2952-4893-accb-a8a2d53809d2,227
user_11,guest,03/16/2026 09:08:52,write,customer_info,129.204.43.144,Congo,success,desktop,29d7139f-0f67-4d5c-886f-4353f2d91f38,493
user_19,guest,03/16/2026 09:09:06,read,inventory,156.226.250.109,Mali,success,desktop,f3380be1-8c21-4016-aa33-daa16e763c58,275
user_6,analyst,03/16/2026 09:10:41,read,customer_info,7.190.103.12,Saint Kitts and Nevis,success,laptop,c8ff0ecc-0deb-466c-94a7-94d2563b1001,583
user_9,analyst,03/16/2026 09:11:00,read,customer_info,183.80.210.244,Cape Verde,success,laptop,2aaddcc8-09ed-4e3b-8899-ce1e4635bac8,478
user_14,analyst,03/16/2026 09:11:50,read,finance_reports,133.210.36.78,Saint Vincent and the Grenadines,success,desktop,03f32d1f-a551-4f21-9986-d4cbc174523e,48
user_5,guest,03/16/2026 09:14:01,write,sales_data,4.125.112.226,Lao People's Democratic Republic,success,laptop,d40ef634-e528-43c4-9c19-afa00c234b40,426
user_19,guest,03/16/2026 09:15:09,read,sales_data,202.161.247.149,Indonesia,success,laptop,9c60ef7e-1d81-424f-9181-ce786b7f8037,285
user_15,analyst,03/16/2026 09:16:26,read,customer_info,179.131.127.9,Senegal,success,laptop,f0254ba3-00a3-4fbd-9295-a609d0649eaa,565
user_16,analyst,03/16/2026 09:26:11,read,inventory,1.135.231.205,Bangladesh,success,laptop,70e358a3-428c-4a36-bd0e-5cd4696032db,72
user_7,analyst,03/16/2026 09:27:53,write,inventory,219.3.229.21,Bolivia,success,desktop,b4c438a5-b28c-4b99-8d9e-33eb0c16a5e3,185
user_14,analyst,03/16/2026 09:27:57,write,customer_info,25.67.248.33,Argentina,success,laptop,406a76ad-f8c4-4c72-af55-be67b91131fb,364
user_5,guest,03/16/2026 09:32:05,write,finance_reports,220.172.47.29,Guatemala,success,desktop,8022635b-91b0-463d-bfb4-b19da837b525,537
user_6,analyst,03/16/2026 09:32:42,read,inventory,176.238.131.2,Eritrea,success,desktop,6efe5391-dcb2-46c4-a5a3-4f6aa1ad8984,99
user_7,analyst,03/16/2026 09:32:44,read,inventory,209.91.5.195,Honduras,success,desktop,1ea44ccf-1a2e-4952-884b-ccefa7165abf,454
user_14,analyst,03/16/2026 09:37:03,read,customer_info,203.136.12.66,Andorra,success,laptop,3d33be19-b49e-43fc-bf2c-ff37cd8bf919,246
user_6,analyst,03/16/2026 09:37:57,write,inventory,193.189.101.129,Aruba,success,desktop,efe6443e-f0e6-4b6a-84d5-b1fe11e26dc1,159
user_2,admin,03/16/2026 09:40:26,write,customer_info,7.124.35.198,Jersey,success,laptop,9ebe391e-3b4c-4d4c-8e6c-2c2c5e22239c,176
user_6,analyst,03/16/2026 09:45:37,write,customer_info,160.54.20.110,Iraq,success,laptop,f752fdd4-2c28-4f68-b23e-2abea1327b9e,430
user_3,analyst,03/16/2026 09:47:32,write,sales_data,175.122.204.66,Liechtenstein,success,desktop,783d0d53-c20f-4531-a49c-690d56125aa9,456
user_1,admin,03/16/2026 09:47:39,read,sales_data,122.137.103.136,Argentina,success,laptop,126ff6c1-0b1f-434f-966f-3796db612f02,242
user_7,analyst,03/16/2026 09:47:44,read,inventory,12.243.82.41,Jordan,success,laptop,8403283f-b879-4a1a-a64f-62aeea0a0842,44
user_8,analyst,03/16/2026 09:48:30,read,sales_data,219.68.67.105,Samoa,success,laptop,f4042f8c-569f-48b6-b71c-06b65174821c,261
user_4,analyst,03/16/2026 09:48:34,write,inventory,35.53.132.208,Belgium,success,laptop,6c1866cb-585f-4a80-804b-a952cdbded00,330
user_3,analyst,03/16/2026 09:49:47,read,sales_data,183.14.208.218,Cayman Islands,success,desktop,1865f27e-a77f-4494-b112-f751e141bbc5,464
user_19,guest,03/16/2026 09:49:54,read,finance_reports,149.237.83.206,Rwanda,success,desktop,e5ad9fcd-15a0-4509-94cb-c3b666a71999,162
user_6,analyst,03/16/2026 09:50:42,read,sales_data,64.161.239.168,Western Sahara,success,desktop,393ac42b-026d-4a8f-ae89-2bca9829e896,120
user_19,guest,03/16/2026 09:51:02,write,customer_info,157.133.100.169,Bangladesh,success,laptop,0fff4e02-5c38-4bf6-849a-cb230f8891d2,203
user_19,guest,03/16/2026 09:52:47,read,customer_info,212.62.190.80,Trinidad and Tobago,success,desktop,a9977a6f-59ae-4c9d-9383-a83af3565ceb,575
user_12,analyst,03/16/2026 09:53:42,write,sales_data,24.93.93.79,Nigeria,success,desktop,90c090f0-a19c-492a-8a5a-10d1877b8f66,42
user_1,admin,03/16/2026 09:56:18,delete,customer_info,143.77.92.124,Hong Kong,success,desktop,d180713d-018c-47bc-9be8-5eff05dd8c94,190
user_4,analyst,03/16/2026 09:56:40,read,customer_info,20.58.133.182,Equatorial Guinea,success,laptop,96380ec0-236a-4bcc-ac29-b629620fdf8a,81
user_16,analyst,03/16/2026 09:57:43,read,customer_info,28.101.155.177,Kyrgyz Republic,success,laptop,a113b0be-87fb-44fe-ae75-002e2acadb9a,452
user_10,analyst,03/16/2026 09:59:09,read,finance_reports,9.39.166.175,South Georgia and the South Sandwich Islands,success,desktop,800f7bf1-a528-420b-b15e-6697062539d4,58
user_3,analyst,03/16/2026 10:02:24,write,inventory,88.115.125.20,Jordan,success,desktop,8eb3ec05-7998-4089-91d2-55cd766b9701,505
user_14,analyst,03/16/2026 10:04:35,write,customer_info,16.225.90.46,Oman,success,laptop,cccfc269-061d-403e-8dda-d5d47d6f3ea0,135
user_5,guest,03/16/2026 10:05:40,write,finance_reports,103.205.228.141,Mali,success,desktop,c6ff5c79-3bc4-4658-bae0-69f2155469b9,204
user_3,analyst,03/16/2026 10:09:23,read,finance_reports,46.117.4.79,Comoros,success,desktop,b345ef0a-d185-4ef1-9298-3e20b10aaf2e,173
user_6,analyst,03/16/2026 10:09:30,read,sales_data,205.13.154.81,United Kingdom,success,laptop,e34e4ea7-6d83-4d8a-a405-e2484e1fb2f6,505
user_16,analyst,03/16/2026 10:12:48,read,customer_info,155.200.151.159,Paraguay,success,desktop,2d951125-7822-4121-b75a-3834dd154fd4,311
user_6,analyst,03/16/2026 10:15:36,write,sales_data,16.27.255.150,New Caledonia,success,desktop,1c3d3b84-fdd3-4935-b53a-229b69b7ea11,115
user_14,analyst,03/16/2026 10:15:46,write,sales_data,211.121.116.253,Peru,success,desktop,1467a26d-8f43-4dfb-be8a-2f7c9e9c1379,299
user_11,guest,03/16/2026 10:16:11,read,inventory,80.163.233.102,Saint Vincent and the Grenadines,success,desktop,eef6ebb7-1ff0-47b2-86c6-ef4a9d5441ce,39
user_5,guest,03/16/2026 10:17:57,read,customer_info,131.175.9.43,Saint Pierre and Miquelon,success,laptop,66c79c64-3c6e-45dc-998d-fff6a3e16051,243
user_14,analyst,03/16/2026 10:19:56,read,sales_data,88.187.162.154,Antarctica (the territory South of 60 deg S),success,laptop,a7615caa-bf93-488b-a8e1-7381c5d4584b,502
user_11,guest,03/16/2026 10:26:15,read,inventory,57.13.104.56,Uruguay,success,desktop,d46777f3-c9fe-40c8-aa1f-194ef3001d65,99
user_15,analyst,03/16/2026 10:28:41,read,sales_data,154.255.171.164,Italy,success,laptop,951a9f2c-2f4e-4baa-8df5-266ec72a3d05,253
user_2,admin,03/16/2026 10:29:13,read,sales_data,112.9.106.30,Lesotho,success,laptop,7c8db9bb-89e9-492d-b665-a690b8113f54,179
user_15,analyst,03/16/2026 10:30:40,read,finance_reports,210.111.186.206,El Salvador,success,laptop,9b824360-bc75-47e7-8ecc-8a4f95eb6313,214
user_6,analyst,03/16/2026 10:32:03,read,customer_info,23.20.152.109,United States Virgin Islands,success,laptop,2b9b0520-deef-498b-a4ae-fc52d1475429,200
user_2,admin,03/16/2026 10:32:56,write,finance_reports,4.30.243.79,Costa Rica,success,laptop,32bea946-bf83-49cc-a130-bed124889955,596
user_16,analyst,03/16/2026 10:33:35,read,finance_reports,97.59.120.89,Faroe Islands,success,desktop,7120f70c-d5ec-4043-91fc-89cb37422bdc,337
user_3,analyst,03/16/2026 10:36:22,write,inventory,97.30.60.6,Cook Islands,success,laptop,83c48e37-4df3-470e-89b7-c1eff40f2ca1,441
user_13,analyst,03/16/2026 10:36:36,read,customer_info,141.31.244.141,Barbados,success,desktop,59fe9bda-e198-4462-8e5a-e85149ccd365,532
user_9,analyst,03/16/2026 10:38:01,read,sales_data,104.156.250.145,Ghana,success,desktop,38d03d66-f0b4-496e-bc06-d07c5514c23a,117
user_12,analyst,03/16/2026 10:39:03,read,inventory,17.72.161.97,Holy See (Vatican City State),success,desktop,4718686d-143f-44d0-b1cd-4a8ebce8ef01,470
user_15,analyst,03/16/2026 10:42:00,write,sales_data,14.73.218.220,Togo,success,desktop,2c4a95c6-7d87-4c46-80e2-1ecfe767e3cb,536
user_8,analyst,03/16/2026 10:42:05,read,inventory,114.225.214.127,Swaziland,success,laptop,174db41b-7289-4ad1-b137-1c3e2b4a663c,504
